,top_detail_symbol,top_detail_position_symbol,top_detail_name,top_detail_type,top_detail_amount,top_detail_value,top_detail_position_change,top_detail_value_percent,top_detail_net_value_percent,top_detail_report_date,top_detail_stat_date
0,260108.OF,125024.SZ,招商转债,债券,19100.0,2438800.0,,1.364099,0.04,2006-10-27,2006-09-30
1,260108.OF,000538.SZ,云南白药    ,股票,4466687.0,82544375.76,,3.461537,1.38,2006-10-27,2006-09-30
2,260108.OF,601006.SH,大秦铁路    ,股票,28337000.0,178523100.0,,7.48645,2.98,2006-10-27,2006-09-30
3,260108.OF,600694.SH,S大商       ,股票,1935323.0,80896501.4,,3.392433,1.35,2006-10-27,2006-09-30
4,260108.OF,600583.SH,海油工程    ,股票,6393737.0,144370581.46,,6.054248,2.41,2006-10-27,2006-09-30
5,260108.OF,600519.SH,贵州茅台    ,股票,4520118.0,214389196.74,,8.990511,3.58,2006-10-27,2006-09-30
6,260108.OF,600316.SH,洪都航空    ,股票,2906301.0,101226463.83,,4.244979,1.69,2006-10-27,2006-09-30
7,260108.OF,600036.SH,招商银行    ,股票,30120022.0,299393018.68,,12.555186,5.0,2006-10-27,2006-09-30
8,260108.OF,600030.SH,中信证券    ,股票,8068941.0,120792046.77,,5.065471,2.02,2006-10-27,2006-09-30
9,260108.OF,600028.SH,中国石化,股票,19167170.0,130145084.3,,5.457695,2.17,2006-10-27,2006-09-30
10,260108.OF,600009.SH,上海机场    ,股票,6104694.0,84733152.72,,3.553324,1.41,2006-10-27,2006-09-30
11,260108.OF,0601003.IB,06央行票据03,债券,1000000.0,97969400.0,,54.797418,1.64,2006-10-27,2006-09-30
12,260108.OF,0601001.IB,06央行票据01,债券,800000.0,78376600.0,,43.838538,1.31,2006-10-27,2006-09-30
13,260108.OF,000825.SZ,太钢不锈,股票,31124381.0,406484415.86,,5.975071,5.6,2007-01-21,2006-12-31
14,260108.OF,000002.SZ,万  科Ａ,股票,23000000.0,355120000.0,,5.220046,4.89,2007-01-21,2006-12-31
15,260108.OF,000001.SZ,S深发展A,股票,19576545.0,283272606.15,,4.163933,3.9,2007-01-21,2006-12-31
16,260108.OF,600583.SH,海油工程,股票,10000000.0,346700000.0,,5.096277,4.77,2007-01-21,2006-12-31
17,260108.OF,600519.SH,贵州茅台,股票,5100000.0,447933000.0,,6.58434,6.17,2007-01-21,2006-12-31
18,260108.OF,600036.SH,招商银行,股票,40000000.0,654400000.0,,9.619278,9.01,2007-01-21,2006-12-31
19,260108.OF,600030.SH,中信证券,股票,15000000.0,410700000.0,,6.037038,5.66,2007-01-21,2006-12-31
20,260108.OF,600016.SH,民生银行,股票,46700000.0,476340000.0,,7.001905,6.56,2007-01-21,2006-12-31
21,260108.OF,600005.SH,武钢股份,股票,60000000.0,381600000.0,,5.609285,5.25,2007-01-21,2006-12-31
22,260108.OF,600000.SH,浦发银行,股票,20000000.0,426200000.0,,6.264878,5.87,2007-01-21,2006-12-31
23,260108.OF,000825.SZ,太钢不锈,股票,20000000.0,373800000.0,,6.702459,6.33,2007-04-19,2007-03-31
24,260108.OF,000768.SZ,西飞国际,股票,10000000.0,188500000.0,,3.379918,3.19,2007-04-19,2007-03-31
25,260108.OF,601628.SH,中国人寿,股票,5018000.0,176784140.0,,3.169846,2.99,2007-04-19,2007-03-31
26,260108.OF,601006.SH,大秦铁路,股票,25000000.0,321250000.0,,5.760206,5.44,2007-04-19,2007-03-31
27,260108.OF,600583.SH,海油工程,股票,9000000.0,308430000.0,,5.530335,5.22,2007-04-19,2007-03-31
28,260108.OF,600519.SH,贵州茅台,股票,5100000.0,481950000.0,,8.641653,8.16,2007-04-19,2007-03-31
29,260108.OF,600036.SH,招商银行,股票,21000000.0,364980000.0,,6.544311,6.18,2007-04-19,2007-03-31
30,260108.OF,600030.SH,中信证券,股票,8000000.0,344240000.0,,6.17243,5.83,2007-04-19,2007-03-31
31,260108.OF,600016.SH,民生银行,股票,30000000.0,373200000.0,,6.6917,6.32,2007-04-19,2007-03-31
32,260108.OF,600000.SH,浦发银行,股票,12000000.0,320640000.0,,5.749268,5.43,2007-04-19,2007-03-31
33,260108.OF,126005.SH,07武钢债,债券,150800.0,15078000.0,,100.0,0.26,2007-04-18,2007-03-31
34,260108.OF,000825.SZ,太钢不锈,股票,16000000.0,320960000.0,,6.734423,6.0,2007-07-20,2007-06-30
35,260108.OF,000157.SZ,中联重科,股票,5003861.0,192648648.5,,4.042178,3.6,2007-07-20,2007-06-30
36,260108.OF,000001.SZ,深发展Ａ,股票,7000000.0,192640000.0,,4.041996,3.6,2007-07-20,2007-06-30
37,260108.OF,601628.SH,中国人寿,股票,5018000.0,206289980.0,,4.328402,3.86,2007-07-20,2007-06-30
38,260108.OF,601006.SH,大秦铁路,股票,13000000.0,196820000.0,,4.129702,3.68,2007-07-20,2007-06-30
39,260108.OF,600583.SH,海油工程,股票,7000000.0,253400000.0,,5.31687,4.74,2007-07-20,2007-06-30
40,260108.OF,600519.SH,贵州茅台,股票,4000000.0,478720000.0,,10.044562,8.95,2007-07-20,2007-06-30
41,260108.OF,600037.SH,歌华有线,股票,8000000.0,209440000.0,,4.394496,3.92,2007-07-20,2007-06-30
42,260108.OF,600036.SH,招商银行,股票,15000000.0,368700000.0,,7.736109,6.89,2007-07-20,2007-06-30
43,260108.OF,600030.SH,中信证券,股票,6000000.0,317820000.0,,6.668539,5.94,2007-07-20,2007-06-30
44,260108.OF,000968.SZ,煤 气 化,股票,17054645.0,494073065.65,,4.43531,4.15,2007-10-26,2007-09-30
45,260108.OF,000825.SZ,太钢不锈,股票,18000389.0,550991907.29,,4.946272,4.63,2007-10-26,2007-09-30
46,260108.OF,000709.SZ,唐钢股份,股票,24000000.0,629280000.0,,5.649067,5.28,2007-10-26,2007-09-30
47,260108.OF,000002.SZ,万  科Ａ,股票,17677899.0,533872549.8,,4.792591,4.48,2007-10-26,2007-09-30
48,260108.OF,000001.SZ,深发展Ａ,股票,15009913.0,600096321.74,,5.387084,5.04,2007-10-26,2007-09-30
49,260108.OF,600808.SH,马钢股份,股票,36000000.0,483840000.0,,4.343448,4.06,2007-10-26,2007-09-30
50,260108.OF,600519.SH,贵州茅台,股票,4000000.0,601880000.0,,5.403096,5.05,2007-10-26,2007-09-30
51,260108.OF,600036.SH,招商银行,股票,17529869.0,670868086.63,,6.022405,5.63,2007-10-26,2007-09-30
52,260108.OF,600030.SH,中信证券,股票,7066010.0,683353827.1,,6.13449,5.74,2007-10-26,2007-09-30
53,260108.OF,600019.SH,宝钢股份,股票,30009688.0,545876224.72,,4.900349,4.58,2007-10-26,2007-09-30
54,260108.OF,000968.SZ,煤 气 化,股票,15000000.0,500100000.0,,6.141912,4.98,2008-01-21,2007-12-31
55,260108.OF,000825.SZ,太钢不锈,股票,15000000.0,371550000.0,,4.563142,3.7,2008-01-21,2007-12-31
56,260108.OF,000709.SZ,唐钢股份,股票,17000000.0,424660000.0,,5.215405,4.23,2008-01-21,2007-12-31
57,260108.OF,000002.SZ,万  科Ａ,股票,12000000.0,346080000.0,,4.250336,3.45,2008-01-21,2007-12-31
58,260108.OF,600583.SH,海油工程,股票,7068000.0,368101440.0,,4.520789,3.66,2008-01-21,2007-12-31
59,260108.OF,600519.SH,贵州茅台,股票,4000000.0,920000000.0,,11.298858,9.16,2008-01-21,2007-12-31
60,260108.OF,600036.SH,招商银行,股票,17000000.0,673710000.0,,8.27408,6.71,2008-01-21,2007-12-31
61,260108.OF,600030.SH,中信证券,股票,6000000.0,535620000.0,,6.578146,5.33,2008-01-21,2007-12-31
62,260108.OF,600019.SH,宝钢股份,股票,20000000.0,348800000.0,,4.283741,3.47,2008-01-21,2007-12-31
63,260108.OF,600009.SH,上海机场,股票,8009722.0,300524769.44,,3.690855,2.99,2008-01-21,2007-12-31
64,260108.OF,000968.SZ,煤 气 化,股票,12571005.0,295544327.55,,6.249066,4.22,2008-04-23,2008-03-31
65,260108.OF,000825.SZ,太钢不锈,股票,12000000.0,201000000.0,,4.249996,2.87,2008-04-23,2008-03-31
66,260108.OF,000157.SZ,中联重科,股票,5000000.0,220000000.0,,4.651737,3.14,2008-04-23,2008-03-31
67,260108.OF,000001.SZ,深发展Ａ,股票,7000000.0,197400000.0,,4.173877,2.82,2008-04-23,2008-03-31
68,260108.OF,600583.SH,海油工程,股票,8127444.0,369798702.0,,7.819119,5.28,2008-04-23,2008-03-31
69,260108.OF,600519.SH,贵州茅台,股票,3100000.0,581901000.0,,12.303865,8.31,2008-04-23,2008-03-31
70,260108.OF,600037.SH,歌华有线,股票,8000000.0,163200000.0,,3.450743,2.33,2008-04-23,2008-03-31
71,260108.OF,600036.SH,招商银行,股票,15500000.0,498635000.0,,10.543268,7.12,2008-04-23,2008-03-31
72,260108.OF,600030.SH,中信证券,股票,4500000.0,236250000.0,,4.995331,3.37,2008-04-23,2008-03-31
73,260108.OF,600009.SH,上海机场,股票,8009722.0,194636244.6,,4.115439,2.78,2008-04-23,2008-03-31
74,260108.OF,0801036.IB,08央行票据36,债券,4000000.0,396600000.0,,50.272531,5.66,2008-04-18,2008-03-31
75,260108.OF,0801017.IB,08央行票据17,债券,2000000.0,200100000.0,,25.364431,2.86,2008-04-18,2008-03-31
76,260108.OF,0801016.IB,08央行票据16,债券,2000000.0,192200000.0,,24.363037,2.74,2008-04-18,2008-03-31
77,260108.OF,000968.SZ,煤 气 化,股票,14600000.0,345144000.0,,9.1124,6.0,2008-07-21,2008-06-30
78,260108.OF,000825.SZ,太钢不锈,股票,16054738.0,173872812.54,,4.590544,3.02,2008-07-21,2008-06-30
79,260108.OF,000157.SZ,中联重科,股票,10000000.0,138500000.0,,3.65664,2.41,2008-07-21,2008-06-30
80,260108.OF,000001.SZ,深发展Ａ,股票,7000000.0,135310000.0,,3.572418,2.35,2008-07-21,2008-06-30
81,260108.OF,601088.SH,中国神华,股票,3799954.0,142764271.78,,3.769224,2.48,2008-07-21,2008-06-30
82,260108.OF,600900.SH,长江电力,股票,10505381.0,153903831.65,,4.063328,2.67,2008-07-21,2008-06-30
83,260108.OF,600583.SH,海油工程,股票,16254888.0,354194009.52,,9.351336,6.15,2008-07-21,2008-06-30
84,260108.OF,600519.SH,贵州茅台,股票,3100000.0,429598000.0,,11.342132,7.46,2008-07-21,2008-06-30
85,260108.OF,600036.SH,招商银行,股票,16000000.0,374720000.0,,9.893257,6.51,2008-07-21,2008-06-30
86,260108.OF,600030.SH,中信证券,股票,5000000.0,119600000.0,,3.157647,2.08,2008-07-21,2008-06-30
87,260108.OF,000968.SZ,煤 气 化,股票,13275284.0,163551498.88,,5.030973,3.38,2008-10-23,2008-09-30
88,260108.OF,000825.SZ,太钢不锈,股票,16054738.0,125708598.54,,3.866896,2.6,2008-10-23,2008-09-30
89,260108.OF,000157.SZ,中联重科,股票,10104600.0,148638666.0,,4.572243,3.07,2008-10-23,2008-09-30
90,260108.OF,601088.SH,中国神华,股票,6109954.0,167351640.06,,5.147869,3.46,2008-10-23,2008-09-30
91,260108.OF,601006.SH,大秦铁路,股票,12150076.0,156735980.4,,4.821323,3.24,2008-10-23,2008-09-30
92,260108.OF,600900.SH,长江电力,股票,10505381.0,96334343.77,,2.963321,1.99,2008-10-23,2008-09-30
93,260108.OF,600583.SH,海油工程,股票,16254888.0,256502132.64,,7.890208,5.3,2008-10-23,2008-09-30
94,260108.OF,600519.SH,贵州茅台,股票,3100000.0,408859000.0,,12.576826,8.45,2008-10-23,2008-09-30
95,260108.OF,600036.SH,招商银行,股票,16000000.0,281920000.0,,8.672082,5.83,2008-10-23,2008-09-30
96,260108.OF,600028.SH,中国石化,股票,8800015.0,93984160.2,,2.891027,1.94,2008-10-23,2008-09-30
97,260108.OF,080213.IB,08国开13,债券,1400000.0,145432000.0,,18.871416,3.01,2008-10-29,2008-09-30
98,260108.OF,0801095.IB,08央行票据95,债券,3000000.0,288480000.0,,37.433481,5.96,2008-10-29,2008-09-30
99,260108.OF,0801016.IB,08央行票据16,债券,3500000.0,336735000.0,,43.695103,6.96,2008-10-29,2008-09-30
100,260108.OF,000968.SZ,煤 气 化,股票,11000000.0,104060000.0,,3.513068,2.46,2009-01-22,2008-12-31
101,260108.OF,000157.SZ,中联重科,股票,10104600.0,112969428.0,,3.813851,2.67,2009-01-22,2008-12-31
102,260108.OF,601766.SH,中国南车,股票,40083860.0,172761436.6,,5.832431,4.08,2009-01-22,2008-12-31
103,260108.OF,601390.SH,中国中铁,股票,27081470.0,146781567.4,,4.95535,3.47,2009-01-22,2008-12-31
104,260108.OF,601186.SH,中国铁建,股票,15539714.0,156018728.56,,5.267196,3.69,2009-01-22,2008-12-31
105,260108.OF,601088.SH,中国神华,股票,6109954.0,107168593.16,,3.618015,2.53,2009-01-22,2008-12-31
106,260108.OF,600583.SH,海油工程,股票,16254888.0,247561944.24,,8.357698,5.85,2009-01-22,2008-12-31
107,260108.OF,600519.SH,贵州茅台,股票,3100000.0,336970000.0,,11.376116,7.96,2009-01-22,2008-12-31
108,260108.OF,600276.SH,恒瑞医药,股票,2700851.0,104009772.01,,3.511373,2.46,2009-01-22,2008-12-31
109,260108.OF,600036.SH,招商银行,股票,12500000.0,152000000.0,,5.131524,3.59,2009-01-22,2008-12-31
110,260108.OF,000968.SZ,煤 气 化,股票,10000000.0,141900000.0,,4.016452,2.99,2009-04-21,2009-03-31
111,260108.OF,000157.SZ,中联重科,股票,9000000.0,188280000.0,,5.329229,3.97,2009-04-21,2009-03-31
112,260108.OF,601766.SH,中国南车,股票,40083860.0,176368984.0,,4.99209,3.72,2009-04-21,2009-03-31
113,260108.OF,601390.SH,中国中铁,股票,27081470.0,147323196.8,,4.169955,3.11,2009-04-21,2009-03-31
114,260108.OF,601186.SH,中国铁建,股票,15539714.0,146073311.6,,4.134577,3.08,2009-04-21,2009-03-31
115,260108.OF,600583.SH,海油工程,股票,14873013.0,244809793.98,,6.929294,5.16,2009-04-21,2009-03-31
116,260108.OF,600519.SH,贵州茅台,股票,2500000.0,286850000.0,,8.119234,6.05,2009-04-21,2009-03-31
117,260108.OF,600276.SH,恒瑞医药,股票,2700851.0,107682929.37,,3.047945,2.27,2009-04-21,2009-03-31
118,260108.OF,600089.SH,特变电工,股票,4500000.0,128115000.0,,3.62627,2.7,2009-04-21,2009-03-31
119,260108.OF,600036.SH,招商银行,股票,7640000.0,121705200.0,,3.444842,2.57,2009-04-21,2009-03-31
120,260108.OF,080217.IB,08国开17,债券,2200000.0,219318000.0,,100.0,4.62,2009-04-18,2009-03-31
121,260108.OF,000061.SZ,农 产 品,股票,11900000.0,135422000.0,,2.788268,2.54,2009-07-18,2009-06-30
122,260108.OF,000002.SZ,万  科Ａ,股票,11000000.0,140250000.0,,2.887674,2.63,2009-07-18,2009-06-30
123,260108.OF,601857.SH,中国石油,股票,11699956.0,169415362.88,,3.488173,3.18,2009-07-18,2009-06-30
124,260108.OF,601328.SH,交通银行,股票,24999978.0,225249801.78,,4.637775,4.22,2009-07-18,2009-06-30
125,260108.OF,601166.SH,兴业银行,股票,5019555.0,186275686.05,,3.835318,3.49,2009-07-18,2009-06-30
126,260108.OF,600837.SH,海通证券,股票,9999981.0,164499687.45,,3.386962,3.08,2009-07-18,2009-06-30
127,260108.OF,600583.SH,海油工程,股票,15000000.0,177450000.0,,3.653602,3.33,2009-07-18,2009-06-30
128,260108.OF,600519.SH,贵州茅台,股票,2000000.0,296020000.0,,6.094896,5.55,2009-07-18,2009-06-30
129,260108.OF,600016.SH,民生银行,股票,26999951.0,213839611.92,,4.402845,4.01,2009-07-18,2009-06-30
130,260108.OF,600000.SH,浦发银行,股票,6999857.0,161136708.14,,3.31772,3.02,2009-07-18,2009-06-30
131,260108.OF,000983.SZ,西山煤电,股票,4009938.0,125551158.78,,4.048121,2.8,2009-10-28,2009-09-30
132,260108.OF,000069.SZ,华侨城Ａ,股票,9883095.0,182837257.5,,5.895185,4.08,2009-10-28,2009-09-30
133,260108.OF,000001.SZ,深发展Ａ,股票,7522428.0,150523784.28,,4.853308,3.36,2009-10-28,2009-09-30
134,260108.OF,601328.SH,交通银行,股票,20000000.0,166600000.0,,5.37165,3.71,2009-10-28,2009-09-30
135,260108.OF,601318.SH,中国平安,股票,3500001.0,177450050.7,,5.721486,3.96,2009-10-28,2009-09-30
136,260108.OF,601166.SH,兴业银行,股票,5000000.0,168950000.0,,5.447421,3.77,2009-10-28,2009-09-30
137,260108.OF,601088.SH,中国神华,股票,4873844.0,147969903.84,,4.770964,3.3,2009-10-28,2009-09-30
138,260108.OF,600519.SH,贵州茅台,股票,1100000.0,181346000.0,,5.847102,4.04,2009-10-28,2009-09-30
139,260108.OF,600030.SH,中信证券,股票,7000000.0,175070000.0,,5.644747,3.9,2009-10-28,2009-09-30
140,260108.OF,600016.SH,民生银行,股票,25000000.0,168500000.0,,5.432911,3.76,2009-10-28,2009-09-30
141,260108.OF,002038.SZ,双鹭药业,股票,3000000.0,138720000.0,,4.322414,3.54,2010-04-20,2010-03-31
142,260108.OF,000983.SZ,西山煤电,股票,3010013.0,106253458.9,,3.310781,2.71,2010-04-20,2010-03-31
143,260108.OF,000917.SZ,电广传媒,股票,5999810.0,124976042.3,,3.894163,3.19,2010-04-20,2010-03-31
144,260108.OF,000425.SZ,徐工机械,股票,2655357.0,99230691.09,,3.091956,2.53,2010-04-20,2010-03-31
145,260108.OF,600690.SH,青岛海尔,股票,4006466.0,83895398.04,,2.61412,2.14,2010-04-20,2010-03-31
146,260108.OF,600519.SH,贵州茅台,股票,1000000.0,158760000.0,,4.946846,4.05,2010-04-20,2010-03-31
147,260108.OF,600375.SH,星马汽车,股票,5000000.0,96850000.0,,3.017776,2.47,2010-04-20,2010-03-31
148,260108.OF,600276.SH,恒瑞医药,股票,3000000.0,117630000.0,,3.665265,3.0,2010-04-20,2010-03-31
149,260108.OF,600271.SH,航天信息,股票,4009774.0,86330434.22,,2.689994,2.2,2010-04-20,2010-03-31
150,260108.OF,600060.SH,海信电器,股票,5056509.0,125856509.01,,3.921597,3.21,2010-04-20,2010-03-31
151,260108.OF,002081.SZ,金 螳 螂,股票,2250000.0,70425000.0,,2.766011,2.2,2010-07-21,2010-06-30
152,260108.OF,002038.SZ,双鹭药业,股票,3000000.0,112440000.0,,4.416191,3.52,2010-07-21,2010-06-30
153,260108.OF,000983.SZ,西山煤电,股票,3913017.0,71060388.72,,2.790967,2.22,2010-07-21,2010-06-30
154,260108.OF,000425.SZ,徐工机械,股票,2655357.0,81333584.91,,3.194456,2.54,2010-07-21,2010-06-30
155,260108.OF,113001.SH,中行转债,债券,472870.0,47826071.8,,100.0,1.5,2010-07-21,2010-06-30
156,260108.OF,600694.SH,大商股份,股票,1830000.0,77427300.0,,3.041033,2.42,2010-07-21,2010-06-30
157,260108.OF,600690.SH,青岛海尔,股票,4006466.0,76523500.6,,3.005536,2.39,2010-07-21,2010-06-30
158,260108.OF,600519.SH,贵州茅台,股票,1000000.0,127360000.0,,5.002189,3.98,2010-07-21,2010-06-30
159,260108.OF,600375.SH,星马汽车,股票,5000000.0,71350000.0,,2.802341,2.23,2010-07-21,2010-06-30
160,260108.OF,600276.SH,恒瑞医药,股票,3000000.0,117210000.0,,4.603538,3.67,2010-07-21,2010-06-30
161,260108.OF,600060.SH,海信电器,股票,7584764.0,91396406.2,,3.589684,2.86,2010-07-21,2010-06-30
162,260108.OF,002081.SZ,金 螳 螂,股票,2000000.0,96960000.0,,3.589139,2.72,2010-10-26,2010-09-30
163,260108.OF,002045.SZ,广州国光,股票,3542447.0,75099876.4,,2.779949,2.11,2010-10-26,2010-09-30
164,260108.OF,000983.SZ,西山煤电,股票,3913017.0,81390753.6,,3.012817,2.28,2010-10-26,2010-09-30
165,260108.OF,601939.SH,建设银行,股票,20986096.0,96536041.6,,3.573445,2.71,2010-10-26,2010-09-30
166,260108.OF,601169.SH,北京银行,股票,8737515.0,104325929.1,,3.861801,2.92,2010-10-26,2010-09-30
167,260108.OF,601166.SH,兴业银行,股票,3995948.0,92386317.76,,3.419836,2.59,2010-10-26,2010-09-30
168,260108.OF,600276.SH,恒瑞医药,股票,2379649.0,116103074.71,,4.297752,3.25,2010-10-26,2010-09-30
169,260108.OF,600118.SH,中国卫星,股票,3000000.0,81720000.0,,3.025004,2.29,2010-10-26,2010-09-30
170,260108.OF,600031.SH,三一重工,股票,3000000.0,87780000.0,,3.249326,2.46,2010-10-26,2010-09-30
171,260108.OF,128233.SZ,塔牌转债,债券,6980.0,948861.2,,22.963356,0.03,2010-10-26,2010-09-30
172,260108.OF,601818.SH,光大银行,股票,26765200.0,92607592.0,,3.428027,2.6,2010-10-26,2010-09-30
173,260108.OF,126630.SZ,铜陵转债,债券,23020.0,3183205.6,,77.036644,0.09,2010-10-26,2010-09-30
174,260108.OF,000937.SZ,冀中能源,股票,3155754.0,126387947.7,,3.683201,3.45,2011-01-21,2010-12-31
175,260108.OF,000933.SZ,神火股份,股票,4879207.0,122224135.35,,3.56186,3.34,2011-01-21,2010-12-31
176,260108.OF,000776.SZ,广发证券,股票,2222318.0,118093978.52,,3.441498,3.23,2011-01-21,2010-12-31
177,260108.OF,000630.SZ,铜陵有色,股票,4374100.0,153312205.0,,4.467829,4.19,2011-01-21,2010-12-31
178,260108.OF,000425.SZ,徐工机械,股票,3374461.0,193019169.2,,5.624971,5.28,2011-01-21,2010-12-31
179,260108.OF,601699.SH,潞安环能,股票,2212381.0,131946402.84,,3.845186,3.61,2011-01-21,2010-12-31
180,260108.OF,601318.SH,中国平安,股票,3187882.0,179031453.12,,5.21734,4.89,2011-01-21,2010-12-31
181,260108.OF,600739.SH,辽宁成大,股票,3813706.0,114868824.72,,3.347511,3.14,2011-01-21,2010-12-31
182,260108.OF,300124.SZ,汇川技术,股票,994370.0,139092475.6,,4.053437,3.8,2011-01-21,2010-12-31
183,260108.OF,128233.SZ,塔牌转债,债券,6980.0,1052444.4,,18.48948,0.03,2011-01-21,2010-12-31
184,260108.OF,601818.SH,光大银行,股票,26765200.0,105990192.0,,3.088769,2.9,2011-01-21,2010-12-31
185,260108.OF,126630.SZ,铜陵转债,债券,23020.0,4639681.0,,81.51052,0.13,2011-01-21,2010-12-31
186,260108.OF,000983.SZ,西山煤电,股票,3913017.0,103812341.01,,3.149467,2.99,2011-04-22,2011-03-31
187,260108.OF,000937.SZ,冀中能源,股票,3155754.0,147215924.1,,4.466248,4.23,2011-04-22,2011-03-31
188,260108.OF,000933.SZ,神火股份,股票,4879207.0,131104292.09,,3.977452,3.77,2011-04-22,2011-03-31
189,260108.OF,000878.SZ,云南铜业,股票,4742392.0,119745398.0,,3.632845,3.44,2011-04-22,2011-03-31
190,260108.OF,000630.SZ,铜陵有色,股票,5273100.0,147435876.0,,4.472921,4.24,2011-04-22,2011-03-31
191,260108.OF,601699.SH,潞安环能,股票,2212381.0,144468479.3,,4.382896,4.16,2011-04-22,2011-03-31
192,260108.OF,601318.SH,中国平安,股票,3187882.0,157672643.72,,4.783484,4.53,2011-04-22,2011-03-31
193,260108.OF,600739.SH,辽宁成大,股票,3813706.0,117462144.8,,3.563575,3.38,2011-04-22,2011-03-31
194,260108.OF,300124.SZ,汇川技术,股票,994370.0,130729823.9,,3.966091,3.76,2011-04-22,2011-03-31
195,260108.OF,601818.SH,光大银行,股票,40734249.0,156012173.67,,4.733109,4.49,2011-04-22,2011-03-31
196,260108.OF,000937.SZ,冀中能源,股票,6311508.0,159996727.8,,5.665611,5.06,2011-07-20,2011-06-30
197,260108.OF,000933.SZ,神火股份,股票,7806731.0,118740378.51,,4.204691,3.76,2011-07-20,2011-06-30
198,260108.OF,000878.SZ,云南铜业,股票,4742392.0,103905808.72,,3.679387,3.29,2011-07-20,2011-06-30
199,260108.OF,000630.SZ,铜陵有色,股票,5273100.0,127081710.0,,4.500064,4.02,2011-07-20,2011-06-30
200,260108.OF,601699.SH,潞安环能,股票,4424762.0,145176441.22,,5.140813,4.6,2011-07-20,2011-06-30
201,260108.OF,601318.SH,中国平安,股票,3187882.0,153879064.14,,5.44898,4.87,2011-07-20,2011-06-30
202,260108.OF,601166.SH,兴业银行,股票,10526699.0,141899902.52,,5.024788,4.49,2011-07-20,2011-06-30
203,260108.OF,600546.SH,山煤国际,股票,3131500.0,97671485.0,,3.458625,3.09,2011-07-20,2011-06-30
204,260108.OF,300124.SZ,汇川技术,股票,1988740.0,137024186.0,,4.852135,4.34,2011-07-20,2011-06-30
205,260108.OF,601818.SH,光大银行,股票,40734249.0,136459734.15,,4.832147,4.32,2011-07-20,2011-06-30
206,260108.OF,000937.SZ,冀中能源,股票,6311508.0,149014703.88,,5.854824,5.5,2011-10-24,2011-09-30
207,260108.OF,000933.SZ,神火股份,股票,6201575.0,88868569.75,,3.491667,3.28,2011-10-24,2011-09-30
208,260108.OF,000876.SZ,新希望,股票,4659982.0,89704653.5,,3.524517,3.31,2011-10-24,2011-09-30
209,260108.OF,000630.SZ,铜陵有色,股票,5200000.0,101140000.0,,3.973815,3.73,2011-10-24,2011-09-30
210,260108.OF,601699.SH,潞安环能,股票,4424762.0,129158802.78,,5.07468,4.77,2011-10-24,2011-09-30
211,260108.OF,601318.SH,中国平安,股票,3187882.0,107017198.74,,4.204731,3.95,2011-10-24,2011-09-30
212,260108.OF,601166.SH,兴业银行,股票,10526699.0,130425800.61,,5.124461,4.81,2011-10-24,2011-09-30
213,260108.OF,300157.SZ,恒泰艾普,股票,2912124.0,119397084.0,,4.69114,4.41,2011-10-24,2011-09-30
214,260108.OF,300124.SZ,汇川技术,股票,1988740.0,139510111.0,,5.481386,5.15,2011-10-24,2011-09-30
215,260108.OF,601818.SH,光大银行,股票,40734249.0,120166034.55,,4.721352,4.43,2011-10-24,2011-09-30
216,260108.OF,000937.SZ,冀中能源,股票,6311508.0,106412024.88,,4.992457,4.69,2012-01-20,2011-12-31
217,260108.OF,000878.SZ,云南铜业,股票,4742392.0,76352511.2,,3.582176,3.36,2012-01-20,2011-12-31
218,260108.OF,000876.SZ,新希望,股票,4659982.0,78054698.5,,3.662037,3.44,2012-01-20,2011-12-31
219,260108.OF,000630.SZ,铜陵有色,股票,5200000.0,87412000.0,,4.101047,3.85,2012-01-20,2011-12-31
220,260108.OF,601766.SH,中国南车,股票,19304779.0,83589693.07,,3.921718,3.68,2012-01-20,2011-12-31
221,260108.OF,601699.SH,潞安环能,股票,4424762.0,93627963.92,,4.392676,4.12,2012-01-20,2011-12-31
222,260108.OF,601318.SH,中国平安,股票,3187882.0,109790656.08,,5.15097,4.83,2012-01-20,2011-12-31
223,260108.OF,601166.SH,兴业银行,股票,10526699.0,131794271.48,,6.183298,5.8,2012-01-20,2011-12-31
224,260108.OF,300124.SZ,汇川技术,股票,1988740.0,107789708.0,,5.057093,4.75,2012-01-20,2011-12-31
225,260108.OF,601818.SH,光大银行,股票,40734249.0,117314637.12,,5.503967,5.17,2012-01-20,2011-12-31
226,260108.OF,000937.SZ,冀中能源,股票,6311508.0,108368592.36,,5.129554,4.75,2012-04-23,2012-03-31
227,260108.OF,000878.SZ,云南铜业,股票,4742392.0,77063870.0,,3.647766,3.38,2012-04-23,2012-03-31
228,260108.OF,000630.SZ,铜陵有色,股票,5200000.0,98540000.0,,4.664324,4.32,2012-04-23,2012-03-31
229,260108.OF,601699.SH,潞安环能,股票,4424762.0,108362421.38,,5.129261,4.75,2012-04-23,2012-03-31
230,260108.OF,601628.SH,中国人寿,股票,6213939.0,101597902.65,,4.809068,4.46,2012-04-23,2012-03-31
231,260108.OF,601601.SH,中国太保,股票,6104699.0,117759643.71,,5.574073,5.17,2012-04-23,2012-03-31
232,260108.OF,601318.SH,中国平安,股票,3187882.0,116612723.56,,5.519784,5.11,2012-04-23,2012-03-31
